totalprice,xiaoqu,hux,mianji,chaoxiang,zhaungxiu,,dizhi,following,alreadylooked,fabu
418万,马塍路8号  , 2室1厅 , 62.46平米 , 东南 , 精装 ,,  文三,10人关注 , 共8次带看 , 6个月以前发布
620万,下宁巷  , 3室2厅 , 78.18平米 , 南 , 简装 ,,  学军,20人关注 , 共4次带看 , 6个月以前发布
363万,翠苑五区  , 3室1厅 , 86.48平米 , 南 , 精装 ,,  翠苑,34人关注 , 共2次带看 , 5个月以前发布
365万,中海紫藤苑  , 3室2厅 , 88.97平米 , 南 北 , 精装 ,,  三墩,22人关注 , 共2次带看 , 4个月以前发布
195万,古荡新村东区  , 2室1厅 , 48.6平米 , 南 北 , 简装 ,,  古荡,66人关注 , 共2次带看 , 4个月以前发布
280万,九莲新村  , 3室1厅 , 61.54平米 , 南 北 , 简装 ,,  九莲,15人关注 , 共2次带看 , 3个月以前发布
440万,坤和西溪里  , 3室1厅 , 88.47平米 , 南 北 , 精装 ,,  西溪,31人关注 , 共9次带看 , 3个月以前发布
540万,政苑小区  , 3室2厅 , 111.97平米 , 南 北 , 简装 ,,  申花,21人关注 , 共1次带看 , 2个月以前发布
324万,保俶北路82号  , 2室1厅 , 55.89平米 , 南 , 简装 ,,  文教,6人关注 , 共4次带看 , 21天以前发布
610万,湖畔花园风荷苑  , 3室2厅 , 138.96平米 , 南 北 , 简装 ,,  文一西路,3人关注 , 共4次带看 , 19天以前发布
400万,钱潮花园  , 3室2厅 , 117.7平米 , 南 北 , 毛坯,,  西溪,0人关注 , 共0次带看 , 17天以前发布
640万,坤和西溪里璞园  , 3室2厅 , 137.7平米 , 南 , 精装 ,,  西溪,4人关注 , 共0次带看 , 15天以前发布
190万,墩莳家园  , 2室1厅 , 62.59平米 , 南 北 , 简装,,  良渚,27人关注 , 共0次带看 , 7个月以前发布
169万,世贸丽晶城欧美中心  , 1室1厅 , 53.74平米 , 南 , 精装 ,,  九莲,68人关注 , 共1次带看 , 一年前发布
170万,世贸丽晶城欧美中心  , 1室1厅 , 56.41平米 , 东北 , 精装 ,,  九莲,34人关注 , 共4次带看 , 一年前发布
420万,文三新村  , 2室1厅 , 62.13平米 , 南 , 精装 ,,  文三,47人关注 , 共2次带看 , 9个月以前发布
830万,今日嘉园  , 4室2厅 , 155.96平米 , 南 北 , 毛坯 ,,  文教,12人关注 , 共0次带看 , 一年前发布
420万,天苑花园  , 3室2厅 , 124.65平米 , 东 东北 , 简装 ,,  翠苑,50人关注 , 共1次带看 , 一年前发布
610万,嘉绿青苑  , 3室1厅 , 119.76平米 , 南 北 , 简装 ,,  嘉绿,20人关注 , 共13次带看 , 11个月以前发布
690万,崇文公寓  , 3室2厅 , 96.03平米 , 南 , 精装 ,,  学军,72人关注 , 共8次带看 , 9个月以前发布
698万,嘉绿西苑  , 4室2厅 , 163平米 , 南 , 简装 ,,  嘉绿,5人关注 , 共1次带看 , 7个月以前发布
290万,三墩美都公寓  , 2室2厅 , 83.71平米 , 南 北 , 简装 ,,  三墩,30人关注 , 共1次带看 , 6个月以前发布
320万,益乐路20号  , 2室1厅 , 65.35平米 , 南 北 , 简装 ,,  嘉绿,7人关注 , 共12次带看 , 6个月以前发布
1400万,万安景月湾  , 5室2厅 , 233.45平米 , 南 , 其他,,  之江,5人关注 , 共0次带看 , 1个月以前发布
630万,云溪香山  , 4室2厅 , 209.33平米 , 南 , 其他 ,,  转塘,3人关注 , 共0次带看 , 29天以前发布
308万,金海公寓  , 2室2厅 , 76.13平米 , 南 , 简装 ,,  文三西路,14人关注 , 共1次带看 , 10个月以前发布
735万,嘉南公寓影池居  , 4室2厅 , 157.6平米 , 南 , 简装 ,,  文一西路,16人关注 , 共0次带看 , 10个月以前发布
450万,翠苑五区  , 3室1厅 , 96.26平米 , 南 , 简装 ,,  翠苑,6人关注 , 共0次带看 , 2个月以前发布
810万,嘉南公寓瀑水居  , 4室3厅 , 187.2平米 , 南 北 , 精装 ,,  文一西路,20人关注 , 共0次带看 , 一年前发布
320万,古荡新村西区  , 3室1厅 , 78.86平米 , 南 , 精装 ,,  古荡,20人关注 , 共1次带看 , 9个月以前发布
1250万,世贸丽晶城  , 4室2厅 , 159.89平米 , 南 北 , 精装 ,,  九莲,18人关注 , 共0次带看 , 8个月以前发布
540万,里东山弄  , 2室2厅 , 76.82平米 , 南 北 , 精装,,  黄龙,26人关注 , 共1次带看 , 7个月以前发布
420万,恩济花苑  , 2室1厅 , 90.32平米 , 南 北 , 简装 ,,  文一西路,27人关注 , 共3次带看 , 7个月以前发布
330万,康乐新村  , 3室2厅 , 82.61平米 , 南 , 简装 ,,  文三西路,14人关注 , 共0次带看 , 5个月以前发布
330万,天苑花园  , 3室2厅 , 89.55平米 , 南 北 , 简装 ,,  翠苑,22人关注 , 共1次带看 , 5个月以前发布
215万,新星小区  , 3室2厅 , 64.44平米 , 南 , 精装 ,,  三墩,57人关注 , 共1次带看 , 4个月以前发布
580万,金地自在城  , 4室2厅 , 148.06平米 , 南 , 精装 ,,  三墩,30人关注 , 共1次带看 , 2个月以前发布
218万,众安白马山庄  , 3室2厅 , 90.48平米 , 南 北 , 其他 ,,  小和山,16人关注 , 共8次带看 , 1个月以前发布
380万,秋水苑  , 2室2厅 , 84.51平米 , 南 , 简装 ,,  文三西路,8人关注 , 共12次带看 , 30天以前发布
150万,阳光花园  , 1室1厅 , 38.82平米 , 南 , 简装 ,,  文三西路,36人关注 , 共1次带看 , 5个月以前发布
250万,古荡新村东区  , 2室1厅 , 62.08平米 , 南 北 , 简装 ,,  古荡,8人关注 , 共0次带看 , 1个月以前发布
230万,翠苑四区  , 2室1厅 , 52.78平米 , 东 西 , 简装 ,,  翠苑,15人关注 , 共2次带看 , 1个月以前发布
920万,绿城兰桂花园  , 5室2厅 , 188.78平米 , 南 , 简装 ,,  文一西路,1人关注 , 共0次带看 , 1个月以前发布
165万,翠苑三区  , 1室1厅 , 40.47平米 , 南 , 简装 ,,  翠苑,3人关注 , 共1次带看 , 19天以前发布
285万,河缸桥  , 2室1厅 , 56.14平米 , 南 北 , 简装 ,,  文教,6人关注 , 共3次带看 , 16天以前发布
420万,嘉绿西苑  , 3室2厅 , 94.67平米 , 南 , 精装 ,,  嘉绿,72人关注 , 共2次带看 , 8个月以前发布
470万,西溪诚园明礼苑  , 3室2厅 , 146.88平米 , 南 北 , 精装 ,,  西溪,108人关注 , 共4次带看 , 8个月以前发布
790万,新金都城市花园  , 4室2厅 , 169.74平米 , 南 北 , 简装 ,,  文一西路,15人关注 , 共6次带看 , 7个月以前发布
730万,钱江西溪和景  , 3室2厅 , 178平米 , 南 , 精装,,  文三西路,18人关注 , 共3次带看 , 5个月以前发布
660万,坤和西溪里  , 3室2厅 , 137平米 , 南 北 , 毛坯 ,,  西溪,74人关注 , 共8次带看 , 10个月以前发布
200万,九莲新村  , 2室1厅 , 53.17平米 , 南 北 , 简装 ,,  九莲,39人关注 , 共11次带看 , 10个月以前发布
205万,古荡新村东区  , 2室1厅 , 53.87平米 , 南 , 简装 ,,  古荡,108人关注 , 共9次带看 , 10个月以前发布
380万,金厦公寓  , 5室2厅 , 141.33平米 , 南 北 , 简装 ,,  三墩,24人关注 , 共0次带看 , 9个月以前发布
490万,桂花城  , 2室1厅 , 90.3平米 , 南 , 简装 ,,  文一西路,110人关注 , 共6次带看 , 8个月以前发布
408万,外东山弄  , 2室1厅 , 60.1平米 , 南 , 简装 ,,  黄龙,6人关注 , 共6次带看 , 8个月以前发布
1050万,融创瑷骊山  , 5室3厅 , 292.51平米 , 南 北 , 毛坯 ,,  转塘,12人关注 , 共0次带看 , 7个月以前发布
288万,美都新村  , 2室1厅 , 69.24平米 , 南 , 简装 ,,  文三西路,44人关注 , 共10次带看 , 6个月以前发布
310万,金地自在城  , 2室2厅 , 76.93平米 , 南 , 精装 ,,  三墩,36人关注 , 共10次带看 , 6个月以前发布
175万,翠苑三区  , 1室1厅 , 41.32平米 , 南 , 简装 ,,  翠苑,34人关注 , 共7次带看 , 6个月以前发布
218万,都市阳光和苑  , 2室1厅 , 62.43平米 , 南 , 精装 ,,  良渚,28人关注 , 共6次带看 , 5个月以前发布
200万,都市阳光华苑  , 2室2厅 , 61.58平米 , 南 西 , 精装,,  良渚,43人关注 , 共11次带看 , 5个月以前发布
410万,坤和西溪里  , 2室1厅 , 87平米 , 南 , 精装 ,,  西溪,65人关注 , 共9次带看 , 5个月以前发布
400万,富越香溪  , 2室1厅 , 85.13平米 , 东南 , 精装 ,,  西溪,10人关注 , 共9次带看 , 5个月以前发布
450万,新安嘉苑  , 3室2厅 , 104.82平米 , 南 北 , 毛坯 ,,  文三西路,5人关注 , 共11次带看 , 5个月以前发布
400万,坤和和家园  , 3室1厅 , 88平米 , 南 , 毛坯 ,,  西溪,18人关注 , 共8次带看 , 5个月以前发布
390万,世纪新城东区  , 1室1厅 , 69平米 , 东 , 简装 ,,  嘉绿,5人关注 , 共7次带看 , 4个月以前发布
265万,金田花园  , 2室1厅 , 69平米 , 南 , 精装 ,,  文三西路,16人关注 , 共11次带看 , 4个月以前发布
240万,翠苑四区  , 2室1厅 , 55.91平米 , 南 , 简装 ,,  翠苑,17人关注 , 共10次带看 , 4个月以前发布
238万,翠苑四区  , 2室1厅 , 55.35平米 , 东 , 简装 ,,  翠苑,37人关注 , 共6次带看 , 3个月以前发布
305万,中海定山府  , 3室1厅 , 88.68平米 , 南 , 简装 ,,  转塘,4人关注 , 共8次带看 , 3个月以前发布
545万,西溪河东  , 2室1厅 , 75.95平米 , 南 , 其他 ,,  学军,7人关注 , 共8次带看 , 3个月以前发布
330万,康乐新村  , 2室2厅 , 90.89平米 , 南 北 , 简装 ,,  文三西路,4人关注 , 共10次带看 , 2个月以前发布
434万,沈塘新村  , 2室1厅 , 62.2平米 , 南 北 , 简装 ,,  学军,5人关注 , 共16次带看 , 1个月以前发布
360万,金地自在城  , 3室2厅 , 88.55平米 , 南 北 , 其他 ,,  三墩,7人关注 , 共7次带看 , 1个月以前发布
560万,政苑小区  , 3室2厅 , 125.46平米 , 南 北 , 其他 ,,  申花,4人关注 , 共8次带看 , 1个月以前发布
560万,名仕家园  , 3室2厅 , 122.94平米 , 南 北 , 其他 ,,  文一西路,8人关注 , 共6次带看 , 1个月以前发布
500万,山水人家白沙岛  , 3室2厅 , 114.87平米 , 南 北 , 精装 ,,  文三西路,10人关注 , 共9次带看 , 26天以前发布
348万,嘉绿北苑  , 2室2厅 , 69.71平米 , 南 , 简装 ,,  嘉绿,12人关注 , 共2次带看 , 9个月以前发布
190万,金都花园  , 1室1厅 , 40.5平米 , 南 西 , 简装 ,,  文三西路,26人关注 , 共1次带看 , 6个月以前发布
330万,金田花园  , 2室2厅 , 84.58平米 , 南 , 精装 ,,  文三西路,2人关注 , 共3次带看 , 2个月以前发布
699万,世纪新城西区  , 3室2厅 , 138.19平米 , 南 , 简装 ,,  嘉绿,17人关注 , 共1次带看 , 一年前发布
780万,南都银座公寓  , 3室2厅 , 151.75平米 , 南 西 北 , 精装 ,,  嘉绿,24人关注 , 共0次带看 , 9个月以前发布
335万,康新花园  , 3室1厅 , 85.37平米 , 东南 南 , 简装 ,,  古荡,41人关注 , 共1次带看 , 7个月以前发布
645万,华门自由21世纪  , 3室2厅 , 150平米 , 南 , 精装 ,,  文教,7人关注 , 共0次带看 , 7个月以前发布
305万,黄龙公寓  , 2室2厅 , 89.85平米 , 南 , 精装 ,,  古荡,74人关注 , 共8次带看 , 6个月以前发布
500万,兰韵天城  , 3室2厅 , 150.28平米 , 南 北 , 简装 ,,  三墩,1人关注 , 共1次带看 , 5个月以前发布
400万,赞成岭上花苑  , 4室2厅 , 145.59平米 , 南 , 毛坯 ,,  转塘,10人关注 , 共1次带看 , 5个月以前发布
335万,云溪香山  , 2室2厅 , 93.8平米 , 南 , 精装 ,,  转塘,6人关注 , 共0次带看 , 5个月以前发布
335万,朗郡庭园  , 2室2厅 , 86.6平米 , 南 , 毛坯 ,,  转塘,13人关注 , 共2次带看 , 5个月以前发布
860万,圣苑小区  , 3室2厅 , 133平米 , 南 , 精装 ,,  申花,11人关注 , 共0次带看 , 5个月以前发布
890万,耀江文鼎苑  , 3室2厅 , 126.57平米 , 南 , 简装 ,,  申花,18人关注 , 共2次带看 , 4个月以前发布
235万,翠苑四区  , 2室1厅 , 50.98平米 , 东 南 北 , 简装 ,,  翠苑,44人关注 , 共5次带看 , 4个月以前发布
275万,留下西苑  , 3室1厅 , 83.15平米 , 南 北 , 精装 ,,  西溪,15人关注 , 共1次带看 , 4个月以前发布
310万,紫金公寓  , 3室1厅 , 78.39平米 , 南 北 , 简装 ,,  文三西路,3人关注 , 共1次带看 , 4个月以前发布
716万,紫金庭园  , 4室3厅 , 149.16平米 , 南 北 , 精装 ,,  文三西路,10人关注 , 共1次带看 , 4个月以前发布
248万,莲花新村西区  , 2室1厅 , 56.1平米 , 南 , 精装 ,,  文三西路,19人关注 , 共8次带看 , 3个月以前发布
530万,山水人家清水湾  , 3室2厅 , 132.5平米 , 南 , 简装 ,,  文三西路,22人关注 , 共2次带看 , 3个月以前发布
520万,翠苑五区  , 4室2厅 , 140.47平米 , 南 北 , 简装 ,,  翠苑,20人关注 , 共0次带看 , 3个月以前发布
320万,浪漫和山  , 3室2厅 , 128.14平米 , 南 北 , 精装 ,,  小和山,7人关注 , 共2次带看 , 3个月以前发布
620万,沈塘新村  , 3室1厅 , 92.18平米 , 南 北 , 简装 ,,  学军,10人关注 , 共2次带看 , 3个月以前发布
395万,华星路97号院  , 3室2厅 , 117.13平米 , 南 北 , 简装 ,,  翠苑,18人关注 , 共1次带看 , 3个月以前发布
265万,龙湖水晶郦城  , 3室2厅 , 88.5平米 , 南 , 毛坯,,  良渚,1人关注 , 共31次带看 , 3个月以前发布
278万,人和家园  , 3室2厅 , 134.5平米 , 南 , 精装 ,,  留下,46人关注 , 共2次带看 , 3个月以前发布
400万,南都花园一区  , 3室2厅 , 84.49平米 , 南 北 , 精装 ,,  文一西路,6人关注 , 共1次带看 , 3个月以前发布
498万,紫林公寓  , 3室1厅 , 93.9平米 , 南 , 简装 ,,  文一西路,5人关注 , 共1次带看 , 3个月以前发布
270万,万塘路26号  , 2室2厅 , 71.96平米 , 南 北 , 简装,,  古荡,34人关注 , 共2次带看 , 3个月以前发布
300万,白马尊邸  , 2室1厅 , 85.97平米 , 南 北 , 简装 ,,  三墩,16人关注 , 共10次带看 , 2个月以前发布
290万,南都花园一区  , 2室1厅 , 70.07平米 , 南 北 , 其他 ,,  文一西路,18人关注 , 共39次带看 , 2个月以前发布
218万,众安白马山庄  , 3室2厅 , 84.25平米 , 南 , 精装 ,,  小和山,40人关注 , 共1次带看 , 26天以前发布
800万,省级机关宿舍  , 3室2厅 , 104.09平米 , 南 北 , 其他,,  黄龙,10人关注 , 共5次带看 , 25天以前发布
386万,浪漫和山  , 3室2厅 , 142.5平米 , 南 , 其他 ,,  小和山,1人关注 , 共1次带看 , 24天以前发布
610万,融创河滨之城  , 4室2厅 , 118.51平米 , 南 , 精装,,  西溪,176人关注 , 共8次带看 , 10个月以前发布
350万,美都新村  , 3室1厅 , 85.79平米 , 南 , 简装 ,,  文三西路,49人关注 , 共6次带看 , 9个月以前发布
483万,金色蓝庭  , 3室2厅 , 86.85平米 , 南 北 , 精装 ,,  嘉绿,106人关注 , 共11次带看 , 6个月以前发布
235万,西溪路536号  , 2室1厅 , 55.02平米 , 南 , 简装 ,,  古荡,12人关注 , 共0次带看 , 3个月以前发布
928万,崇文公寓  , 3室1厅 , 121.21平米 , 南 北 , 简装 ,,  学军,13人关注 , 共2次带看 , 一年前发布
590万,颐景园  , 3室2厅 , 124平米 , 南 , 精装 ,,  文三西路,26人关注 , 共0次带看 , 9个月以前发布
710万,新金都城市花园  , 4室2厅 , 140平米 , 南 北 , 精装 ,,  文一西路,22人关注 , 共7次带看 , 8个月以前发布
515万,高教新村  , 3室2厅 , 93平米 , 南 , 简装 ,,  文一西路,11人关注 , 共1次带看 , 8个月以前发布
480万,兰韵天城  , 3室2厅 , 142.41平米 , 南 , 简装 ,,  三墩,12人关注 , 共2次带看 , 8个月以前发布
500万,明珠公寓  , 3室2厅 , 108.13平米 , 南 , 简装 ,,  翠苑,9人关注 , 共2次带看 , 7个月以前发布
600万,融创瑷骊山  , 4室2厅 , 180平米 , 南 , 简装 ,,  转塘,13人关注 , 共3次带看 , 7个月以前发布
280万,翠苑四区  , 3室1厅 , 70.07平米 , 南 , 简装 ,,  翠苑,46人关注 , 共6次带看 , 5个月以前发布
215万,枫华府第  , 1室0厅 , 48.3平米 , 南 , 简装 ,,  翠苑,23人关注 , 共13次带看 , 5个月以前发布
320万,翠苑东二区  , 3室1厅 , 75.14平米 , 南 北 , 简装 ,,  文教,0人关注 , 共4次带看 , 5个月以前发布
315万,物华小区  , 2室2厅 , 83.01平米 , 南 北 , 简装 ,,  嘉绿,15人关注 , 共7次带看 , 4个月以前发布
800万,紫金文苑  , 6室2厅 , 213.06平米 , 南 , 简装 ,,  申花,10人关注 , 共0次带看 , 3个月以前发布
508万,香樟公寓  , 3室2厅 , 102.4平米 , 南 北 , 其他 ,,  文三西路,21人关注 , 共5次带看 , 3个月以前发布
460万,中海西溪华府  , 3室1厅 , 89平米 , 南 北 , 其他 ,,  西溪,1人关注 , 共7次带看 , 1个月以前发布
595万,星洲花园格兰馨芦  , 2室2厅 , 93.78平米 , 南 北 , 精装 ,,  文一西路,6人关注 , 共0次带看 , 3个月以前发布
235万,翠苑二区  , 2室1厅 , 53.96平米 , 南 , 精装 ,,  翠苑,9人关注 , 共0次带看 , 3个月以前发布
420万,紫金公寓  , 3室2厅 , 83.83平米 , 南 , 毛坯 ,,  文三西路,33人关注 , 共0次带看 , 一年前发布
470万,嘉绿西苑  , 2室2厅 , 90.51平米 , 南 , 简装 ,,  嘉绿,54人关注 , 共0次带看 , 11个月以前发布
395万,水木清华  , 3室2厅 , 139.77平米 , 南 北 , 精装 ,,  小和山,21人关注 , 共0次带看 , 11个月以前发布
550万,保俶路  , 3室1厅 , 85.19平米 , 东 西 , 精装,,  黄龙,45人关注 , 共1次带看 , 10个月以前发布
430万,丹枫新村  , 3室2厅 , 126.3平米 , 南 , 精装 ,,  文三西路,52人关注 , 共0次带看 , 9个月以前发布
900万,阳光地带西区  , 4室2厅 , 183平米 , 南 北 , 简装 ,,  文一西路,10人关注 , 共0次带看 , 8个月以前发布
710万,中融城市花园  , 3室2厅 , 161.59平米 , 南 北 , 简装 ,,  古荡,9人关注 , 共0次带看 , 7个月以前发布
400万,翠苑二区北区  , 3室2厅 , 107.02平米 , 南 , 精装 ,,  翠苑,18人关注 , 共1次带看 , 5个月以前发布
620万,师苑新村  , 3室2厅 , 97.47平米 , 南 北 , 简装 ,,  文教,5人关注 , 共0次带看 , 5个月以前发布
275万,翠苑东四区  , 3室1厅 , 66.95平米 , 南 , 简装 ,,  翠苑,25人关注 , 共0次带看 , 4个月以前发布
500万,师苑新村  , 3室2厅 , 76.17平米 , 南 北 , 简装 ,,  文教,4人关注 , 共0次带看 , 4个月以前发布
340万,水木清华  , 4室2厅 , 139.73平米 , 南 , 精装 ,,  小和山,14人关注 , 共0次带看 , 4个月以前发布
525万,云溪香山  , 4室2厅 , 169.64平米 , 南 , 精装 ,,  转塘,19人关注 , 共0次带看 , 4个月以前发布
400万,府新花园东区  , 3室1厅 , 82.3平米 , 南 , 简装 ,,  文三西路,3人关注 , 共0次带看 , 3个月以前发布
298万,泊林漫谷  , 3室2厅 , 135.59平米 , 南 北 , 精装 ,,  小和山,7人关注 , 共0次带看 , 3个月以前发布
540万,学院路176-178号大院  , 2室2厅 , 88.54平米 , 南 北 , 简装,,  文教,2人关注 , 共0次带看 , 3个月以前发布
